player_id,player_name,season,valid_from_season,team_id,primary_position,age,matches_played,starts,minutes_played,minutes_per_90,goals,assists,goals_assists,non_pen_goals,xg,xag,npxg,npxg_xag,shots,shots_on_target,sot_pct,avg_shot_distance,goals_per_shot,goals_per_sot,goals_per_90,assists_per_90,xg_per_90,xag_per_90,npxg_per_90,g_a_per_90,shots_per_90,sot_per_90,sca,gca,sca_per_90,gca_per_90,sca_per_90_calc,gca_per_90_calc,key_passes,passes_into_box,prog_passes,prog_carries,prog_receptions,tackles,tackles_won,interceptions,clearances,blocks,errors_leading_to_shot,tackles_per_90,interceptions_per_90,yellows,reds,fouls_committed,fouls_drawn,touches,carries,carry_dist,progressive_carry_dist,dribbles_attempted,dribbles_completed,dribble_success_rate,miscontrols,dispossessed,performance_score
287,Harvey Barnes,2025/26,2026/27,22,FW,27.0,4,3,266.0,3.0,0,0,0,0,0.4,0.7,0.4,1.0,7,0,0.0,21.3,0.0,,0.0,0.0,0.13333333333333333,0.2333333333333333,0.13333333333333333,0.0,2.3333333333333335,0.0,9,0,3.05,0.0,3.0,0.0,5,8,14,13,27,2,1,0,2,2,0,0.6666666666666666,0.0,0,0,1,4,113,87,513,282,5,0,0.0,6,3,0.6055280528052805
288,Jacob Murphy,2025/26,2026/27,22,FW,30.0,3,2,163.0,1.8,0,1,1,0,0.9,0.2,0.9,1.1,7,3,42.9,19.8,0.0,0.0,0.0,0.5555555555555556,0.5,0.11111111111111112,0.5,0.5555555555555556,3.888888888888889,1.6666666666666665,6,1,3.31,0.55,3.333333333333333,0.5555555555555556,1,4,5,5,30,0,0,0,2,4,0,0.0,0.0,0,0,0,1,90,60,343,119,10,4,40.0,3,1,0.6178217821782179
289,Jacob Ramsey,2025/26,2026/27,22,MF,24.0,2,1,60.0,0.7,0,0,0,0,0.0,0.3,0.0,0.3,1,0,0.0,17.4,0.0,,0.0,0.0,0.0,0.4285714285714286,0.0,0.0,1.4285714285714286,0.0,3,0,4.5,0.0,4.285714285714286,0.0,3,1,5,3,4,1,0,0,0,0,0,1.4285714285714286,0.0,0,0,0,0,37,21,136,67,1,1,100.0,0,0,0.40338283828382837
290,Joe Willock,2025/26,2026/27,22,MF,26.0,1,0,26.0,0.3,0,0,0,0,0.1,0.0,0.1,0.1,1,0,0.0,13.0,0.0,,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.0,3.3333333333333335,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0,0,2,0,7,5,16,1,1,1,100.0,0,0,0.28217821782178215
291,Joelinton,2025/26,2026/27,22,MF,29.0,3,3,221.0,2.5,0,0,0,0,0.0,0.7,0.0,0.7,1,0,0.0,9.8,0.0,,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.4,0.0,4,0,1.63,0.0,1.6,0.0,1,0,12,5,8,4,1,2,3,1,0,1.6,0.8,1,0,3,3,87,50,245,127,2,0,0.0,2,1,0.5551155115511551
292,Kieran Trippier,2025/26,2026/27,22,DF,34.0,4,4,315.0,3.5,0,0,0,0,0.0,0.3,0.0,0.3,0,0,,,,,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,15,0,4.27,0.0,4.285714285714286,0.0,8,3,30,4,16,2,0,4,4,2,0,0.5714285714285714,1.1428571428571428,0,0,6,4,287,136,509,271,0,0,,2,0,0.6014026402640265
293,Lewis Hall,2025/26,2026/27,22,DF,21.0,2,0,45.0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,26.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,2.05,0.0,2.0,0.0,0,0,4,0,2,2,1,2,3,2,0,4.0,4.0,0,0,1,0,39,19,84,30,0,0,,1,0,0.3677392739273928
294,Lewis Miley,2025/26,2026/27,22,MF,19.0,3,0,78.0,0.9,0,0,0,0,0.0,0.0,0.0,0.1,1,0,0.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,1,0,1.15,0.0,1.1111111111111112,0.0,1,0,3,1,3,1,0,2,0,2,0,1.1111111111111112,2.2222222222222223,0,0,0,0,55,41,149,79,0,0,,1,1,0.3411716171617162
295,Malick Thiaw,2025/26,2026/27,22,DF,24.0,1,0,10.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,8,2,8,1,0,0,,1,0,0.22409240924092408
296,Nick Pope,2025/26,2026/27,22,GK,33.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.25,0.0,0.25,0.0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,1,0,0,0,114,62,287,166,0,0,,0,0,0.2781353135313532
297,Nick Woltemade,2025/26,2026/27,22,FW,23.0,1,1,64.0,0.7,1,0,1,1,0.3,0.0,0.3,0.3,3,1,33.3,10.4,0.33,1.0,1.4285714285714286,0.0,0.4285714285714286,0.0,0.4285714285714286,1.4285714285714286,4.285714285714286,1.4285714285714286,1,0,1.41,0.0,1.4285714285714286,0.0,1,0,0,0,3,3,2,0,0,0,0,4.285714285714286,0.0,0,0,1,2,19,7,10,8,0,0,,1,1,0.36658415841584163
298,Sandro Tonali,2025/26,2026/27,22,MF,25.0,4,4,335.0,3.7,0,0,0,0,0.2,0.6,0.2,0.8,5,2,40.0,21.4,0.0,0.0,0.0,0.0,0.05405405405405406,0.16216216216216214,0.05405405405405406,0.0,1.3513513513513513,0.5405405405405405,13,2,3.49,0.54,3.513513513513513,0.5405405405405405,5,1,27,10,8,3,3,4,2,9,1,0.8108108108108107,1.081081081081081,0,0,2,8,254,139,772,388,4,1,25.0,5,0,0.7371287128712871
299,Sven Botman,2025/26,2026/27,22,DF,25.0,2,1,68.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,1,4,2,1,0,2.5,5.0,0,0,1,0,55,30,100,35,0,0,,0,0,0.3426567656765676
300,Valentino Livramento,2025/26,2026/27,22,DF,22.0,4,4,360.0,4.0,0,1,1,0,0.0,0.2,0.0,0.2,0,0,,,,,0.0,0.25,0.0,0.05,0.0,0.25,0.0,0.0,10,1,2.5,0.25,2.5,0.25,3,3,19,9,25,4,3,2,5,1,0,1.0,0.5,0,0,2,6,243,149,819,483,14,4,28.6,7,5,0.7584158415841584
301,William Osula,2025/26,2026/27,22,FW,22.0,4,1,132.0,1.5,1,0,1,1,0.4,0.1,0.4,0.5,3,1,33.3,14.1,0.33,1.0,0.6666666666666666,0.0,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.6666666666666666,2.0,0.6666666666666666,1,0,0.68,0.0,0.6666666666666666,0.0,1,0,1,1,10,1,0,0,0,1,0,0.6666666666666666,0.0,0,0,9,1,40,25,105,21,5,2,40.0,5,0,0.43622112211221115
302,Arnaud Kalimuendo,2025/26,2026/27,24,FW,23.0,3,0,53.0,0.6,0,0,0,0,0.1,0.0,0.1,0.1,2,0,0.0,18.5,0.0,,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,3.3333333333333335,0.0,1,0,1.7,0.0,1.6666666666666667,0.0,1,0,1,4,6,0,0,0,1,1,0,0.0,0.0,0,0,1,0,28,14,95,65,1,0,0.0,2,0,0.33391089108910893
303,Callum Hudson-Odoi,2025/26,2026/27,24,FW,24.0,4,4,308.0,3.4,1,0,1,1,0.4,0.6,0.4,0.9,4,3,75.0,19.6,0.25,0.33,0.29411764705882354,0.0,0.11764705882352942,0.17647058823529413,0.11764705882352942,0.29411764705882354,1.1764705882352942,0.8823529411764706,8,0,2.34,0.0,2.3529411764705883,0.0,5,5,10,14,36,1,1,1,1,0,0,0.29411764705882354,0.29411764705882354,0,0,2,3,154,97,729,403,11,2,18.2,3,4,0.6684818481848185
304,Chris Wood,2025/26,2026/27,24,FW,33.0,4,4,296.0,3.3,2,0,2,2,1.6,0.2,1.6,1.7,8,4,50.0,10.3,0.25,0.5,0.6060606060606061,0.0,0.4848484848484849,0.060606060606060615,0.4848484848484849,0.6060606060606061,2.4242424242424243,1.2121212121212122,4,1,1.22,0.3,1.2121212121212122,0.30303030303030304,2,1,5,0,7,0,0,0,1,0,0,0.0,0.0,0,0,3,2,56,23,57,24,1,1,100.0,5,1,0.5013201320132014
305,Dan Ndoye,2025/26,2026/27,24,FW,24.0,4,4,295.0,3.3,1,1,2,1,0.1,0.4,0.1,0.5,1,1,100.0,10.6,1.0,1.0,0.30303030303030304,0.30303030303030304,0.030303030303030307,0.12121212121212123,0.030303030303030307,0.6060606060606061,0.30303030303030304,0.30303030303030304,4,2,1.22,0.61,1.2121212121212122,0.6060606060606061,3,3,6,18,30,3,1,3,0,4,0,0.9090909090909092,0.9090909090909092,0,0,2,2,105,63,627,371,9,4,44.4,8,3,0.7123762376237625
306,Dilane Bakwa,2025/26,2026/27,24,FW,23.0,1,0,31.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,1,0,0.0,0.0,0,0,0,1,13,10,61,24,1,0,0.0,1,0,0.2259075907590759
307,Elliot Anderson,2025/26,2026/27,24,MF,22.0,4,4,360.0,4.0,0,1,1,0,0.4,1.1,0.4,1.5,4,1,25.0,20.3,0.0,0.0,0.0,0.25,0.1,0.275,0.1,0.25,1.0,0.25,16,3,4.0,0.75,4.0,0.75,5,6,36,7,10,14,9,2,3,9,0,3.5,0.5,0,0,4,7,384,216,1174,616,13,5,38.5,5,7,0.8580858085808583
308,Ibrahim Sangaré,2025/26,2026/27,24,MF,27.0,4,4,337.0,3.7,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,30.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5405405405405405,0.0,0,0,0.0,0.0,0.0,0.0,0,1,21,3,1,7,6,6,12,2,2,1.8918918918918919,1.6216216216216215,0,0,6,1,251,107,436,230,2,1,50.0,4,2,0.5775577557755776
309,Igor Jesus,2025/26,2026/27,24,FW,24.0,3,0,33.0,0.4,0,0,0,0,0.1,0.0,0.1,0.1,1,0,0.0,11.7,0.0,,0.0,0.0,0.25,0.0,0.25,0.0,2.5,0.0,1,0,2.73,0.0,2.5,0.0,0,0,0,0,1,1,1,0,1,0,0,2.5,0.0,0,0,2,0,12,2,16,0,0,0,,0,1,0.2902640264026403
310,James Mcatee,2025/26,2026/27,24,MF,22.0,3,0,70.0,0.8,0,0,0,0,0.0,0.4,0.0,0.4,0,0,,,,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4,0,5.14,0.0,5.0,0.0,3,3,5,2,4,1,1,0,0,4,0,1.25,0.0,0,0,1,2,45,27,205,128,2,1,50.0,1,3,0.42739273927392735
311,Jota Silva,2025/26,2026/27,24,FW,26.0,1,0,12.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,0,1,0,0,20.0,0.0,0,0,0,1,7,2,3,2,0,0,,1,0,0.26699669966996703
312,Matz Sels,2025/26,2026/27,24,GK,33.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,1,0,0,0,115,46,278,129,0,0,,0,0,0.25346534653465347
313,Morato,2025/26,2026/27,24,DF,24.0,1,1,90.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,1.0,0.0,0,0,1,0,0,1,1,0,3,1,1,1.0,0.0,0,0,1,0,60,32,91,41,0,0,,2,0,0.30346534653465346
314,Morgan Gibbs-White,2025/26,2026/27,24,MF,25.0,4,4,326.0,3.6,0,1,1,0,0.7,0.3,0.7,1.0,7,1,14.3,15.3,0.0,0.0,0.0,0.2777777777777778,0.19444444444444442,0.08333333333333333,0.19444444444444442,0.2777777777777778,1.9444444444444444,0.2777777777777778,14,1,3.87,0.28,3.888888888888889,0.2777777777777778,4,9,25,7,34,2,2,1,0,4,2,0.5555555555555556,0.2777777777777778,0,0,3,4,229,120,585,366,6,3,50.0,16,4,0.7338283828382839
315,Murillo,2025/26,2026/27,24,DF,23.0,4,4,306.0,3.4,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1.18,0.0,1.1764705882352942,0.0,0,0,26,2,0,3,1,7,15,4,0,0.8823529411764706,2.058823529411765,1,0,4,2,255,138,576,358,2,2,100.0,0,1,0.5647689768976899
316,Neco Williams,2025/26,2026/27,24,DF,24.0,4,4,360.0,4.0,0,0,0,0,0.0,0.3,0.0,0.4,2,0,0.0,21.9,0.0,,0.0,0.0,0.0,0.075,0.0,0.0,0.5,0.0,6,1,1.5,0.25,1.5,0.25,2,1,19,11,22,9,5,4,5,5,0,2.25,1.0,2,0,5,7,278,142,719,463,8,3,37.5,3,4,0.7621287128712871
317,Nicolò Savona,2025/26,2026/27,24,DF,22.0,1,0,54.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.67,0.0,1.6666666666666667,0.0,1,0,0,0,2,3,3,1,1,1,0,5.0,1.6666666666666667,0,0,0,1,35,20,49,8,1,0,0.0,3,0,0.3445544554455446
318,Nikola Milenković,2025/26,2026/27,24,DF,27.0,4,4,360.0,4.0,0,0,0,0,0.1,0.0,0.1,0.1,1,0,0.0,9.6,0.0,,0.0,0.0,0.025,0.0,0.025,0.0,0.25,0.0,2,0,0.5,0.0,0.5,0.0,0,0,3,1,0,2,1,4,17,2,0,0.5,1.0,0,0,2,1,217,111,575,402,0,0,,1,0,0.4693894389438944
319,Ola Aina,2025/26,2026/27,24,DF,28.0,3,3,270.0,3.0,0,0,0,0,0.0,0.1,0.0,0.2,2,0,0.0,24.6,0.0,,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.6666666666666666,0.0,1,0,0.33,0.0,0.3333333333333333,0.0,2,2,11,5,8,6,3,5,14,1,0,2.0,1.6666666666666667,1,0,5,3,203,82,362,212,11,3,27.3,0,5,0.6292904290429041
320,Omari Hutchinson,2025/26,2026/27,24,FW,21.0,2,0,11.0,0.1,0,0,0,0,0.2,0.0,0.2,0.2,2,0,0.0,10.2,0.0,,0.0,0.0,2.0,0.0,2.0,0.0,20.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,5,0,0,0,0,1,0,0.0,0.0,0,0,0,0,14,9,56,22,0,0,,0,0,0.2825082508250825
321,Ryan Yates,2025/26,2026/27,24,MF,27.0,3,0,28.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,2,0,0,0,0,2,2,0,0,0.0,6.666666666666667,0,0,2,1,27,12,44,14,1,1,100.0,0,0,0.3000825082508251
322,Brian Brobbey,2025/26,2026/27,27,FW,23.0,1,0,22.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,1,6,4,5,4,0,0,,2,0,0.21674917491749174
323,Chemsdine Talbi,2025/26,2026/27,27,FW,20.0,4,4,305.0,3.4,0,1,1,0,0.5,0.1,0.5,0.6,3,0,0.0,9.6,0.0,,0.0,0.29411764705882354,0.14705882352941177,0.029411764705882356,0.14705882352941177,0.29411764705882354,0.8823529411764706,0.0,6,1,1.77,0.3,1.7647058823529411,0.29411764705882354,3,1,3,2,22,3,1,0,5,1,0,0.8823529411764706,0.0,0,0,0,0,121,79,300,146,1,0,0.0,9,2,0.5990099009900991
324,Chris Rigg,2025/26,2026/27,27,FW,18.0,2,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,6,0,0,0,,0,0,0.21237623762376237
325,Daniel Ballard,2025/26,2026/27,27,DF,25.0,2,2,98.0,1.1,1,0,1,1,0.2,0.3,0.2,0.5,4,2,50.0,6.9,0.25,0.5,0.9090909090909091,0.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.9090909090909091,3.6363636363636362,1.8181818181818181,3,0,2.76,0.0,2.727272727272727,0.0,1,0,1,0,0,1,1,0,11,4,1,0.9090909090909091,0.0,0,0,0,4,50,21,120,44,0,0,,1,0,0.43102310231023105
326,Eliezer Mayenda,2025/26,2026/27,27,FW,20.0,3,3,201.0,2.2,1,0,1,1,0.4,0.3,0.4,0.7,3,2,66.7,9.6,0.33,0.5,0.45454545454545453,0.0,0.18181818181818182,0.13636363636363635,0.18181818181818182,0.45454545454545453,1.3636363636363635,0.9090909090909091,1,0,0.45,0.0,0.45454545454545453,0.0,1,0,0,2,5,1,0,0,1,3,0,0.45454545454545453,0.0,0,0,3,2,29,16,89,26,3,1,33.3,2,5,0.4321782178217822
327,Enzo Le Fée,2025/26,2026/27,27,FW,25.0,3,1,133.0,1.5,1,0,1,0,0.8,0.2,0.0,0.2,1,0,0.0,35.1,0.0,,0.6666666666666666,0.0,0.5333333333333333,0.13333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,5,2,3.38,1.35,3.3333333333333335,1.3333333333333333,2,2,3,2,14,8,4,1,4,3,0,5.333333333333333,0.6666666666666666,0,0,3,3,107,67,257,99,3,1,33.3,4,2,0.6936468646864686
328,Granit Xhaka,2025/26,2026/27,27,MF,32.0,4,4,360.0,4.0,0,1,1,0,0.1,0.3,0.1,0.3,1,0,0.0,22.8,0.0,,0.0,0.25,0.025,0.075,0.025,0.25,0.25,0.0,13,2,3.25,0.5,3.25,0.5,5,3,27,2,4,6,2,6,17,2,0,1.5,1.5,1,0,5,4,312,178,710,294,1,1,100.0,1,2,0.761963696369637
329,Habib Diarra,2025/26,2026/27,27,MF,21.0,4,4,345.0,3.8,0,0,0,0,0.6,0.0,0.6,0.6,6,1,16.7,19.4,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.15789473684210525,0.0,1.5789473684210527,0.2631578947368421,6,1,1.57,0.26,1.5789473684210527,0.2631578947368421,1,2,13,10,17,1,0,1,7,1,0,0.2631578947368421,0.2631578947368421,1,0,4,1,144,107,523,248,5,1,20.0,1,3,0.6236798679867988
330,Jenson Seelt,2025/26,2026/27,27,DF,22.0,2,1,134.0,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,14,2,0,4,0,0,7,4,0,2.6666666666666665,0.0,0,0,1,1,125,88,524,358,0,0,,0,1,0.40074257425742577
331,Lutsharel Geertruida,2025/26,2026/27,27,MF,25.0,1,0,7.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,10,6,1,1,100.0,0,0,0.22400990099009901
332,Marc Guiu,2025/26,2026/27,27,FW,19.0,2,0,15.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,0,12.0,0.0,10.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.0,0,0,0,0,8,2,2,1,0,0,,0,0,0.2576732673267327
333,Noah Sadiki,2025/26,2026/27,27,MF,20.0,4,4,353.0,3.9,0,0,0,0,0.1,0.1,0.1,0.2,1,0,0.0,11.7,0.0,,0.0,0.0,0.025641025641025644,0.025641025641025644,0.025641025641025644,0.0,0.25641025641025644,0.0,5,0,1.27,0.0,1.2820512820512822,0.0,2,3,10,8,14,7,3,5,6,7,0,1.794871794871795,1.2820512820512822,0,0,4,4,193,128,647,268,4,2,50.0,4,4,0.6932343234323433
334,Nordi Mukiele,2025/26,2026/27,27,DF,27.0,2,2,180.0,2.0,0,0,0,0,0.1,0.1,0.1,0.1,1,0,0.0,8.0,0.0,,0.0,0.0,0.05,0.05,0.05,0.0,0.5,0.0,4,0,2.0,0.0,2.0,0.0,1,0,8,2,1,7,6,3,16,0,0,3.5,1.5,0,0,1,3,150,86,500,292,0,0,,3,1,0.5928217821782178
335,Omar Alderete,2025/26,2026/27,27,DF,28.0,4,3,308.0,3.4,0,1,1,0,0.1,0.0,0.1,0.1,3,0,0.0,16.9,0.0,,0.0,0.29411764705882354,0.029411764705882356,0.0,0.029411764705882356,0.29411764705882354,0.8823529411764706,0.0,2,1,0.58,0.29,0.5882352941176471,0.29411764705882354,1,2,18,6,0,7,2,8,18,2,0,2.058823529411765,2.3529411764705883,0,0,2,2,273,176,1004,629,4,3,75.0,2,1,0.6938943894389439
336,Patrick Roberts,2025/26,2026/27,27,MF,28.0,1,0,28.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,16.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,1,0,3.21,0.0,3.3333333333333335,0.0,0,0,1,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,22,16,67,30,1,1,100.0,0,0,0.2960396039603961
337,Reinildo Mandava,2025/26,2026/27,27,DF,31.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,29.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2,1,0.5,0.25,0.5,0.25,0,2,20,11,8,11,6,5,22,2,0,2.75,1.25,1,0,2,8,269,145,747,415,4,2,50.0,4,2,0.7103135313531354
338,Robin Roefs,2025/26,2026/27,27,GK,22.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,0,1,159,102,485,269,0,0,,0,0,0.2641914191419142
339,Simon Adingra,2025/26,2026/27,27,FW,23.0,4,3,231.0,2.6,0,0,0,0,0.1,0.5,0.1,0.6,1,0,0.0,14.0,0.0,,0.0,0.0,0.038461538461538464,0.1923076923076923,0.038461538461538464,0.0,0.3846153846153846,0.0,7,1,2.73,0.39,2.692307692307692,0.3846153846153846,4,3,2,5,28,3,3,0,4,1,0,1.1538461538461537,0.0,1,0,4,2,91,65,352,165,7,3,42.9,5,5,0.6334983498349835
340,Trai Hume,2025/26,2026/27,27,DF,23.0,4,4,360.0,4.0,0,0,0,0,0.1,0.2,0.1,0.2,2,0,0.0,24.2,0.0,,0.0,0.0,0.025,0.05,0.025,0.0,0.5,0.0,9,0,2.25,0.0,2.25,0.0,4,4,17,3,15,11,7,4,10,3,0,2.75,1.0,0,0,1,2,259,110,453,274,5,2,40.0,1,1,0.7325082508250825
341,Wilson Isidor,2025/26,2026/27,27,FW,25.0,4,1,158.0,1.8,2,0,2,2,0.4,0.0,0.4,0.4,7,3,42.9,16.0,0.29,0.67,1.1111111111111112,0.0,0.22222222222222224,0.0,0.22222222222222224,1.1111111111111112,3.888888888888889,1.6666666666666665,1,0,0.57,0.0,0.5555555555555556,0.0,0,0,3,1,7,3,1,0,1,1,0,1.6666666666666665,0.0,0,0,2,0,32,17,86,28,5,0,0.0,1,1,0.4296204620462047
342,Archie Gray,2025/26,2026/27,28,MF,19.0,1,1,70.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.29,0.0,1.25,0.0,0,1,6,2,0,1,1,0,2,1,0,1.25,0.0,0,0,3,0,46,32,159,79,0,0,,1,0,0.34422442244224427
343,Brennan Johnson,2025/26,2026/27,28,FW,24.0,4,3,220.0,2.4,2,0,2,2,0.9,0.2,0.9,1.1,4,2,50.0,17.7,0.5,1.0,0.8333333333333334,0.0,0.375,0.08333333333333334,0.375,0.8333333333333334,1.6666666666666667,0.8333333333333334,4,0,1.64,0.0,1.6666666666666667,0.0,3,2,5,7,17,5,3,1,5,1,0,2.0833333333333335,0.4166666666666667,1,0,1,4,87,41,281,169,3,0,0.0,8,1,0.6436468646864686
344,Cristian Romero,2025/26,2026/27,28,DF,27.0,4,4,360.0,4.0,0,1,1,0,0.1,0.2,0.1,0.2,1,1,100.0,6.3,0.0,0.0,0.0,0.25,0.025,0.05,0.025,0.25,0.25,0.25,6,1,1.5,0.25,1.5,0.25,2,2,15,1,0,6,3,4,11,5,1,1.5,1.0,1,0,4,2,293,174,857,493,1,1,100.0,2,0,0.6905115511551155
345,Destiny Udogie,2025/26,2026/27,28,DF,22.0,2,0,40.0,0.4,0,0,0,0,0.0,0.0,0.0,0.1,1,0,0.0,11.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2,0,4.5,0.0,5.0,0.0,1,3,7,1,8,2,2,0,1,0,0,5.0,0.0,0,0,1,3,51,21,99,58,2,0,0.0,1,1,0.38968646864686474
346,Djed Spence,2025/26,2026/27,28,DF,25.0,4,4,340.0,3.8,0,0,0,0,0.2,0.0,0.2,0.2,2,1,50.0,17.3,0.0,0.0,0.0,0.0,0.052631578947368425,0.0,0.052631578947368425,0.0,0.5263157894736842,0.2631578947368421,4,0,1.06,0.0,1.0526315789473684,0.0,1,2,20,15,21,2,1,0,11,4,0,0.5263157894736842,0.0,2,0,5,2,255,143,1050,630,15,5,33.3,3,6,0.6283828382838285
347,Dominic Solanke,2025/26,2026/27,28,FW,28.0,2,0,33.0,0.4,0,0,0,0,0.2,0.0,0.2,0.2,2,1,50.0,15.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,5.0,2.5,1,0,2.81,0.0,2.5,0.0,0,0,0,0,2,1,1,1,1,1,0,2.5,2.5,0,0,0,1,11,5,15,1,0,0,,2,0,0.3295379537953796
348,Guglielmo Vicario,2025/26,2026/27,28,GK,28.0,4,4,360.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.25,0.0,0.25,0.0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,1,212,123,544,281,0,0,,0,0,0.2807755775577558
349,João Palhinha,2025/26,2026/27,28,MF,30.0,4,3,243.0,2.7,1,0,1,1,0.4,0.0,0.4,0.4,4,1,25.0,11.1,0.25,1.0,0.37037037037037035,0.0,0.14814814814814814,0.0,0.14814814814814814,0.37037037037037035,1.4814814814814814,0.37037037037037035,3,2,1.11,0.74,1.111111111111111,0.7407407407407407,0,1,7,1,3,12,6,0,4,1,0,4.444444444444444,0.0,0,0,3,3,171,72,333,134,4,1,25.0,3,1,0.6210396039603961
